,ResponseId,Q1_feat1,Q1_feat2,Q1_feat3,Q1_feat4,Q1_feat5,Q1_feat7,Q2_feat1,Q2_feat2,Q2_feat3,Q2_feat5,Q3_feat1,Q3_feat2,Q3_feat3,Q3_feat4,Q3_feat6,Q4_feat1,Q4_feat3,Q5_feat1,Q5_feat2,Q5_feat3,Q5_feat4,Q5_feat6,Q6_feat1,Q6_feat2,Q6_feat3,Q6_feat4,Q7_feat1,Q7_feat2,Q7_feat3,Q7_feat5,Q8_feat1,Q8_feat2,Q8_feat3,Q8_feat5,Q9_feat1,Q9_feat2,Q9_feat3,Q9_feat4,Q9_feat6,Q10_feat1,Q10_feat2,Q10_feat3,Q10_feat4,Q10_feat6,Q10_feat7,Q11_feat1,Q11_feat2,Q11_feat3,Q11_feat5,Q12_feat1,Q12_feat2,Q12_feat3,Q12_feat5,Q13_feat1,Q13_feat2,Q13_feat4,Laptop_Q1_feat1,Laptop_Q1_feat2,Laptop_Q1_feat3,Laptop_Q1_feat4,Laptop_Q1_feat5,Laptop_Q1_feat7,Laptop_Q2_feat1,Laptop_Q2_feat2,Laptop_Q2_feat3,Laptop_Q2_feat5,Laptop_Q3_feat1,Laptop_Q3_feat2,Laptop_Q3_feat3,Laptop_Q3_feat4,Laptop_Q3_feat6,Laptop_Q4_feat1,Laptop_Q4_feat3,Laptop_Q5_feat1,Laptop_Q5_feat2,Laptop_Q5_feat3,Laptop_Q5_feat4,Laptop_Q5_feat6,Laptop_Q6_feat1,Laptop_Q6_feat2,Laptop_Q6_feat3,Laptop_Q6_feat4,Laptop_Q7_feat1,Laptop_Q7_feat2,Laptop_Q7_feat3,Laptop_Q7_feat5,Laptop_Q8_feat1,Laptop_Q8_feat2,Laptop_Q8_feat3,Laptop_Q8_feat5,Laptop_Q9_feat1,Laptop_Q9_feat2,Laptop_Q9_feat3,Laptop_Q9_feat4,Laptop_Q9_feat6,Laptop_Q10_feat1,Laptop_Q10_feat2,Laptop_Q10_feat3,Laptop_Q10_feat4,Laptop_Q10_feat6,Laptop_Q10_feat7,Laptop_Q11_feat1,Laptop_Q11_feat2,Laptop_Q11_feat3,Laptop_Q11_feat5,Laptop_Q12_feat1,Laptop_Q12_feat2,Laptop_Q12_feat3,Laptop_Q12_feat5,Laptop_Q13_feat1,Laptop_Q13_feat2,Laptop_Q13_feat4,device_use,Q20,actual_use,scenario,raw_scenario,Location,Relationship,org_scenaio,location_1,location_2,location_3,Relationship_1,Relationship_2,Relationship_3
17,R_1BVGDQ7Vd1XWXls,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,3,4,6","1,2,3,4",1,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.","Supposeyouhaveplannedtomeetafriendnextweekandyouwanttoputthisonyourcalendarwhenyouaresurroundedwithpeopleyouarecloseto(e.g.,friends,familymembers)atyourhome.",1,2,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1,0,0,0,1,0
18,R_3nu6jRiMhhp07Yx,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,3,4,5","1,4",1,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks","Supposeyouwanttolistentosomeaudiowhenyouwithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks",2,3,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",0,1,0,0,0,1
19,R_2OHMekXi6vKBmKk,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,3,4,6","1,4,6",1,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.","Supposeyouareataparkwithsomepeopleyouknow(e.g.,acquaintances,colleagues)whenyourealizethatyouhavetoimmediatelypayoneofyourbillsonline.",3,3,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",0,0,1,0,0,1
20,R_2Vev19WKRu5kuKc,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6",4,0,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.","Supposeyouareataparkwithsomepeopleyouknow(e.g.,acquaintances,colleagues)whenyourealizethatyouhavetoimmediatelypayoneofyourbillsonline.",3,3,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",0,0,1,0,0,1
21,R_3O9tniQJRV54noT,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,"1,2,3,4,5","1,2,4",1,"Suppose you are at work with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.","Supposeyouareatworkwithsomepeopleyouknow(e.g.,acquaintances,colleagues)whenyourealizethatyouhavetoimmediatelypayoneofyourbillsonline.",2,3,"Suppose you are at work with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",0,1,0,0,0,1
22,R_11bTZI2VgbgqhVj,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"1,2,3,4,6","1,3,4",1,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)","Supposeyouwanttobrowsetheinternetwhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers)",1,2,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)",1,0,0,0,1,0
23,R_1P6HJ1vLKhvFdqP,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,"1,2,4,6","1,4,6",1,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,SupposeyouhaveplannedtomeetafriendnextweekandyouwanttoputthisonyourcalendarwhenyouarealoneatStarbucks.,2,1,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,0,1,0,1,0,0
24,R_OybKG2awhxPfEg9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,5",2,0,"Suppose you want to purchase something (e.g., book, household items) online when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.","Supposeyouwanttopurchasesomething(e.g.,book,householditems)onlinewhenyouarewithpeopleyouknow(e.g.,acquaintances,colleagues)atStarbucks.",2,3,"Suppose you want to purchase something (e.g., book, household items) online when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",0,1,0,0,0,1
25,R_3hEDDs2WtbUCDRB,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,"1,2,3,4,5,6","1,3,4,5,6",1,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.","Supposeyouhaveplannedtomeetafriendnextweekandyouwanttoputthisonyourcalendarwhenyouaresurroundedbypeopleyouknow(e.g.,acquaintances,colleagues)atyourhome.",1,3,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",1,0,0,0,0,1
26,R_247U5wfc8r6ReXL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,3,4,5",1,1,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,SupposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouarealoneatStarbucks.,2,1,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,0,1,0,1,0,0
27,R_278nFnxLDHjq9hA,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","2,6",0,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,SupposeyouwanttocallyourmotherforsharinganimportantupdateaboutyourlifewhenyouarealoneatStarbucks.,2,1,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,0,1,0,1,0,0
28,R_yR4FHcarB2dRY7n,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"1,2,3,4,6","1,3,4",1,Suppose you want to read a digital document when you are alone at home.,Supposeyouwanttoreadadigitaldocumentwhenyouarealoneathome.,1,1,Suppose you want to read a digital document when you are alone at home.,1,0,0,1,0,0
29,R_bg9XajRi9KbKT3b,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"1,2,3,4","1,4",1,"Suppose you want to read a digital document when you are in a park with people you know (e.g., acquaintances, colleagues).","Supposeyouwanttoreadadigitaldocumentwhenyouareinaparkwithpeopleyouknow(e.g.,acquaintances,colleagues).",3,3,"Suppose you want to read a digital document when you are in a park with people you know (e.g., acquaintances, colleagues).",0,0,1,0,0,1
30,R_1FPAukzDhZSDRxp,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,"1,2,5,6",1,1,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)","Supposeyouwanttowatchsomevideowhenyouareathomewithpeopleyouarecloseto(e.g.,friends,familymembers)",1,2,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)",1,0,0,0,1,0
31,R_1kH0mdQ6ixsxXsJ,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"1,2,3,4,5,6","1,4",1,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,Supposeyouareatstarbucksandyourealizetodayisthelastdaytopayoneofyourbillsonline.,2,1,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,0,1,0,1,0,0
32,R_3s5nganTEqELjlC,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4",2,0,Suppose you want to a view a text message when you are alone at home,Supposeyouwanttoaviewatextmessagewhenyouarealoneathome,1,1,Suppose you want to a view a text message when you are alone at home,1,0,0,1,0,0
33,R_294SGSTouXD4yAM,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,"1,2,3,4,5,6","1,4",1,Suppose you are at a park and you realize today is the last day to pay one of your bills online.,Supposeyouareataparkandyourealizetodayisthelastdaytopayoneofyourbillsonline.,3,1,Suppose you are at a park and you realize today is the last day to pay one of your bills online.,0,0,1,1,0,0
34,R_2xYnJC0jmtgaiM9,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,4","2,4",0,Suppose you are on a short vacation and you want to take a picture in front of an iconic monument when you are surrounded by many people.,Supposeyouareonashortvacationandyouwanttotakeapictureinfrontofaniconicmonumentwhenyouaresurroundedbymanypeople.,3,1,Suppose you are on a short vacation and you want to take a picture in front of an iconic monument when you are surrounded by many people.,0,0,1,1,0,0
35,R_UcBU8bEeMy2IQNP,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1,2,3,4","1,4",1,Suppose you want to watch some video when you are with your close friends at Starbucks.,SupposeyouwanttowatchsomevideowhenyouarewithyourclosefriendsatStarbucks.,2,2,Suppose you want to watch some video when you are with your close friends at Starbucks.,0,1,0,0,1,0
36,R_3EZohN022rUWH7S,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,2,3,4,5,6","4,6",0,Suppose you want to browse internet when you are with your close friends at a restaurant.,Supposeyouwanttobrowseinternetwhenyouarewithyourclosefriendsatarestaurant.,2,2,Suppose you want to browse internet when you are with your close friends at a restaurant.,0,1,0,0,1,0
