,scenario,count
0,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at Starbucks",11
1,Suppose you want to asend a text message when you are alone at Starbucks.,9
2,Suppose you are at a park with your close friends and you realize today is the last day to pay one of your bills online.,8
3,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded with people you are close to (e.g., friends, family members)at your home.",8
4,Suppose you are at sitting in a park and you want to play a digital/online game with some close friends.,8
5,Suppose you want to check your social media status when you are at Starbucks.,8
6,Suppose you want to a send an email when you are walking with a very close friend on a street.,8
7,Suppose you want to purchase something online when you are with your close friends at Starbucks.,8
8,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at a park.",8
9,"Suppose you want to find a route to home when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",7
10,Suppose you want to a send a text message when you are alone at home,7
11,Suppose you want to browse the internet when you are with your close friends at a park.,7
12,Suppose you have planned to meet a friend next week and you want put this on your calendar when you are alone at home,7
13,Suppose you are at sitting at Starbucks and you want to play a digital/online game.,6
14,Suppose you want to listen to some audio when you are with your close friends in a park.,6
15,Suppose you want to asend an email when you are alone at home,6
16,Suppose you want to set up a reminder when you are at a park with close friends.,6
17,"Suppose you want to listen to some audio when you with people you know (e.g., acquaintances, colleagues) at Starbucks",6
18,Suppose you want to a view a text message when you are walking with a very close friend on a street,6
19,Suppose you are alone at home when you realize today is the last day to pay one of your bills online.,6
20,Suppose you want to purchase something online when you are alone at your home.,6
21,Suppose you want to read a digital document when you are in a park surrounded by your close friends.,6
22,Suppose you want to listen to some audio when you are with your friends at Starbucks.,6
23,"Suppose you are alone and relaxing at home, you have just read a new book that you loved and now you want a write a review for your close family and friends.",6
24,Suppose you are at a park and you realize today is the last day to pay one of your bills online.,6
25,"Suppose you want to read a digital document when you are at home with people you are close to (e.g., friends, family members).",6
26,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",6
27,"Suppose you want to take a click a photo when you with some people you know (e.g., acquaintances, colleagues) at home",6
28,Suppose you want to a view a text message when you are alone at Starbucks.,6
29,Suppose you want to purchase something online when you are alone at a park.,6
30,"Suppose you want to read a digital document when you are in a park with people you know (e.g., acquaintances, colleagues).",5
31,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",5
32,"Suppose you want to set up a reminder when you with people you know (e.g., acquaintances, colleagues) at a park.",5
33,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) your home.",5
34,Suppose you want to a send an email when you are walking on a street.,5
35,Suppose you want to read a digital document when you are at Starbucks.,5
36,"Suppose you want to a send an email when you are surrounded with people you are close to (e.g., friends, family members) at your home.",5
37,Suppose you want to purchase something online when you are alone at Starbucks.,5
38,Suppose you want to find a route to home while walking on a street with your close friends.,5
39,Suppose you want to a send a text message when you are walking with a very close friend on a street,5
40,Suppose you want to browse the internet when you alone at a park.,5
41,"Suppose you want to a view a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",5
42,"Suppose you want to set up a reminder when you are with people you know (e.g., acquaintances, colleagues) at your home.",5
43,"Suppose you are at a park with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",5
44,Suppose you want to set up a reminder about something when you are at Starbucks by yourself.,5
45,Suppose you want to a view a text message when you are alone at a street.,5
46,Suppose you want to take a click a photo when you are with your close friends and family members at Starbucks,5
47,Suppose you want to a view a text message when you are with a very close friend at a restaurant,5
48,Suppose you want to call your mother for sharing an important update about your life yourself when you are with a very close friend at a park.,5
49,Suppose you want to watch some video when you are with your close friends in a park.,5
50,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a park.",5
51,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game with some close friends .",5
52,Suppose you want to browse the internet when you are alone at a restaurant.,5
53,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) in a park.",5
54,Suppose you want to read a digital document when you are at a park.,5
55,Suppose you are at Starbucks with your close friends and you realize today is the last day to pay one of your bills online.,4
56,Suppose you want to a send an email when you are with a very close friend at a restaurant,4
57,Suppose you want to take a click a photo when you are alone at home.,4
58,Suppose you want to call your mother for sharing an important update about your life when you are alone at a park,4
59,"Suppose you want to listen to some audio when you are at home with people you are close to (e.g., friends, family members).",4
60,"Suppose you are at a park, you have just read a book you loved and now you want to write a review for it to share with people you are close to (e.g., friends, family members)",4
61,Suppose you want to call your mother for sharing an important update about your life when you are alone at home,4
62,"Suppose you are at work with some people you know (e.g., acquaintances, colleagues) when you realize that you have to immediately pay one of your bills online.",4
63,Suppose you want to find a route to a coffee shop when you are at home with your by your colleagues,4
64,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are alone at home.",4
65,Suppose you want to call your mother for sharing an important update about your life when you are with a very close friend at a restaurant,4
66,"Suppose you want to read a digital document when you are at Starbucks with people you know (e.g., acquaintances, colleagues).",4
67,Suppose you want to watch some video when you are alone at Starbucks.,4
68,"Suppose you want to a send an email when you are walking on a street with people you know (e.g., acquaintances, colleagues).",4
69,"Suppose you want to find a route to home while walking on a street with people you know (e.g., acquaintances, colleagues).",4
70,Suppose you want to browse through one of your social media profiles when you are at your home.,4
71,Suppose you want to a send a text message when you are alone at a street.,4
72,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded with people you are close to (e.g., friends, family members) at your home.",4
73,"Suppose you are at home with some people you know (e.g., acquaintances, colleagues) when you realize today is the last day to pay one of your bills online.",4
74,"Suppose you want to purchase something online when you are with people you know (e.g., acquaintances, colleagues) at your home.",4
75,Suppose you want toread a digital document when you are at Starbucks surrounded with your closefriends.,4
76,"Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",4
77,Suppose you want to a send a text message when you are with a very close friend at a restaurant,4
78,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) at your home.",4
79,"Suppose you want to purchase something online when you are with people you are close to (e.g., friends, family members).",4
80,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a restaurant,4
81,"Suppose you want to browse the internet when you are at home with people you know (e.g., acquaintances, colleagues).",3
82,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play an online/digital game.",3
83,"Suppose you want to take a click a photo when you are with people you are close to (e.g., friends, family members) at home",3
84,"Suppose you are at home with people you are close to (e.g., friends, family members) when you realize today is the last day to pay one of your bills online.",3
85,Suppose you want to listen to some audio when you are alone in a park.,3
86,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",3
87,"Suppose you haveplanned to meet a friend next week and you want put this on your calendar when you with people you know (e.g.,acquaintances, colleagues) at a park",3
88,"Suppose you want to call your mother for sharing an important update about your life when you with people you know (e.g., acquaintances, colleagues) at a park",3
89,Suppose you want to listen to some audio when you are alone at your home.,3
90,Suppose you want to read a digital document when you are alone at home.,3
91,"Suppose you want to browse the internet when you are with people you know (e.g., acquaintances, colleagues) at a restaurant.",3
92,"Suppose you want to control some devices/appliances (e.g., smart lights) when you are at home with people you are close to (e.g., friends, family members)",3
93,Suppose you want totake a click a photo when you are at Starbucks.,3
94,Suppose you are on a short vacation and you want to take a picture in front of an iconic monument when you are surrounded by many people.,3
95,Suppose you want to asend an email when you are at Starbucks.,3
96,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",3
97,"Suppose you want to read a digital document) when you are at home with people you know (e.g., acquaintances, colleagues).",3
98,"Suppose you want to a view a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",3
99,"Suppose you want to a send a text message when you with people you know (e.g., acquaintances, colleagues) at a street.",3
100,Suppose you want to set up a reminder when you are at a park by yourself.,3
101,Suppose you are on a short vacation alone and you want to take a picture in front of an iconic monument.,3
102,Suppose you want to set up a reminder when you are alone at your home.,3
103,"Suppose you are at a coffee shop, you have just read a book you loved and now you want to write a review for it to share with your close family and friends.",3
104,Suppose you want to browse internet when you are with your close friends at a restaurant.,3
105,"Suppose you want to a send a text message when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",3
106,Suppose you are at starbucks and you realize today is the last day to pay one of your bills online.,3
107,Suppose you want to aview a text message when you are alone at home,2
108,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at a park,2
109,Suppose you want to find a route to home while walking on a street.,2
110,"Suppose you want to listen to some audio when you are with people you know (e.g., acquaintances, colleagues) in a park.",2
111,Suppose you are at sitting in a park and you want to play a digital/online game.,2
112,"Suppose you want to call your mother for sharing an important update about your life when you are surrounded by people you know (e.g., acquaintances, colleagues) at your home.",2
113,"Suppose you want to watch some video when you are with people you know (e.g., acquaintances, colleagues) at your home.",2
114,"Suppose you want to a send an email when you are surrounded by people you know (e.g., acquaintances, colleagues) at a restaurant.",2
115,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are alone at Starbucks.,2
116,Suppose you are at sitting at Starbucks and you want to play a digital/online game with some close friends.,2
117,"Suppose you want to watch some video when you are at home with people you are close to (e.g., friends, family members)",2
118,Suppose you are at your gym and you want to track the amount of calories you have burnt your workout.,2
119,Suppose you want to watch some video when you are with your close friends at Starbucks.,2
120,"Suppose it is a regular working day, you want to track the total amount of calories you consume and burn off during the day.",2
121,"Suppose you want to set up a reminder when you are at home with people you are close to (e.g., friends, family members).",2
122,Suppose you have planned to meet a friend next week and you want to put this on your calendar when you are with a very close friend at a park.,2
123,Suppose you want to check your social media when you are alone in a park.,2
124,Suppose you want to watch some video when you are alone at your home.,2
125,Suppose you want tofind a route to a coffee shop when you are alone at home.,1
126,Suppose you want to browse the internet when you are alone at your home.,1
127,"Suppose you are alone at home, you want to take a break from studying/working so you decide to play a video game with some with some people you know (e.g., acquaintances, colleagues).",1
128,no_values,1
129,Suppose you want to find a route to home when you are at Starbucks with your close friends.,1
130,"Suppose you want to set up a reminder about something when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",1
131,Suppose you want to watch some video when you are alone in a park.,1
132,"Suppose you want to browse the internet when you are at home with people you are close to (e.g., friends, family members)",1
133,"Suppose you want to purchase something (e.g., book, household items) online when you are with people you know (e.g., acquaintances, colleagues) at Starbucks.",1
134,Suppose you want to listen to some audio when you are alone at Starbucks.,1
135,"Suppose you want to find a route to a coffee shop when you are at home with people you are close to (e.g., friends, family members)",1
136,"Suppose you want control some devices/appliances (e.g., smart lights) when you are with people you know (e.g., acquaintances, colleagues).",1
137,"Suppose you want to a view a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1
138,Suppose you want to set up a reminder about something when you are at Starbucks with close friends.,1
139,"Suppose you want to a send a text message when you are surrounded with people you are close to (e.g., friends, family members) at your home.",1
140,Suppose you want to call your mother for sharing an important update about your life when you are alone at Starbucks.,1
141,"Suppose you want to purchase something (e.g., book, household items) online when you are with your close friends at a park.",1
142,Suppose you want to find a route to home when you are alone at Starbucks.,1
